,stud_sentence,stud_field,AVG-W2V_all_scores,AVG-W2V_similarity,AVG-W2V_aimed_sentence,AVG-W2V_aimed_field,AVG-W2V-STOP_all_scores,AVG-W2V-STOP_similarity,AVG-W2V-STOP_aimed_sentence,AVG-W2V-STOP_aimed_field,AVG-W2V-TFIDF_all_scores,AVG-W2V-TFIDF_similarity,AVG-W2V-TFIDF_aimed_sentence,AVG-W2V-TFIDF_aimed_field,AVG-W2V-TFIDF-STOP_all_scores,AVG-W2V-TFIDF-STOP_similarity,AVG-W2V-TFIDF-STOP_aimed_sentence,AVG-W2V-TFIDF-STOP_aimed_field,WMD-W2V_all_scores,WMD-W2V_similarity,WMD-W2V_aimed_sentence,WMD-W2V_aimed_field,SIF-W2V_all_scores,SIF-W2V_similarity,SIF-W2V_aimed_sentence,SIF-W2V_aimed_field,IDStud,IDClass,Category,Accuracy_score,Code,Fieldname
1689,reminisce,4,"[0.36055824, 0.027213681, 0.42676, -0.019673768]",0.4267599880695343,Can help bring back old memories,Field3_en,"[0.36055824, 0.027213681, 0.4583151, -0.025266567]",0.4583151042461395,Can help bring back old memories,Field3_en,"[0.3675737376235521, 0.02723290509839957, 0.5137541386155432, -0.030901504583833585]",0.5137541386155432,Can help bring back old memories,Field3_en,"[0.3675737376235521, 0.02723290509839957, 0.5234876497940603, -0.0315958860763582]",0.5234876497940603,Can help bring back old memories,Field3_en,"[-3.7902071596279145, -4.446727853054047, -3.704896996052806, -4.363795621501923]",-3.704896996052806,Can help bring back old memories,Field3_en,"[-0.8029583385542656, -0.39390539380931733, -0.7476803449296379, -0.21863145697088074]",-0.21863145697088074,Higher scores on IQ tests,Field4_en,17I3F3AB,3AB,Muziek,3b,g,4
1690,learn faster / easier,4,"[0.45561355, 0.24789669, 0.37284774, 0.26107377]",0.45561355352401733,learn to read and play music,Field1_en,"[0.45561355, 0.24789669, 0.31217217, 0.2540382]",0.45561355352401733,learn to read and play music,Field1_en,"[0.46483878312846316, 0.2459057816339441, 0.2831940969966683, 0.21487934533848346]",0.46483878312846316,learn to read and play music,Field1_en,"[0.46483878312846316, 0.2459057816339441, 0.25280512681874806, 0.21280879695076824]",0.46483878312846316,learn to read and play music,Field1_en,"[-2.6762491629950094, -3.6014170762441005, -3.268145585011623, -3.5195270461721084]",-2.6762491629950094,learn to read and play music,Field1_en,"[-0.5740049897937137, -0.7514110443086001, -0.38886447699864896, -0.5156536027611549]",-0.38886447699864896,Can help bring back old memories,Field3_en,17I6F2VB,2VB,Muziek,0,c,4
1691,Get a high IQ,4,"[0.27486292, 0.27266398, 0.26973963, 0.6464568]",0.646456778049469,Higher scores on IQ tests,Field4_en,"[0.27486292, 0.27266398, 0.21504055, 0.64533114]",0.6453311443328857,Higher scores on IQ tests,Field4_en,"[0.18162794983044667, 0.19037632081271666, 0.03773503190360739, 0.7551884138090076]",0.7551884138090076,Higher scores on IQ tests,Field4_en,"[0.18162794983044667, 0.19037632081271666, 0.015671625904755897, 0.7562349918650335]",0.7562349918650335,Higher scores on IQ tests,Field4_en,"[-3.2619853364357905, -3.4507208495495596, -3.0872108909426776, -2.3236986683585283]",-2.3236986683585283,Higher scores on IQ tests,Field4_en,"[-0.39040941976887344, -0.7935278650659973, -0.2610543475844673, -0.49445880148964283]",-0.2610543475844673,Can help bring back old memories,Field3_en,18I4F3GA1,3GA1,Muziek,3c,g,4
1692,Get more on Memories,4,"[0.42688233, 0.1679079, 0.7695019, 0.29748237]",0.7695019245147705,Can help bring back old memories,Field3_en,"[0.38558066, 0.118952684, 0.7996389, 0.102596685]",0.7996389269828796,Can help bring back old memories,Field3_en,"[0.3326524123694672, 0.10329527514982706, 0.9077177054275414, 0.07582131789137209]",0.9077177054275414,Can help bring back old memories,Field3_en,"[0.3045005462547852, 0.08472035745729364, 0.9068453651461328, 0.04472291197180033]",0.9068453651461328,Can help bring back old memories,Field3_en,"[-3.0186712009034156, -3.5081843209222554, -2.0254533289737426, -2.8036370269112587]",-2.0254533289737426,Can help bring back old memories,Field3_en,"[-0.6232480990074182, -0.7227632924438226, -0.25817369434632365, -0.4691650509170645]",-0.25817369434632365,Can help bring back old memories,Field3_en,19I5F3AB,3AB,Muziek,3b,g,4
1693,You will be reminded by music at an event in past,4,"[0.4957015, 0.17852022, 0.51725703, 0.2436254]",0.517257034778595,Can help bring back old memories,Field3_en,"[0.518207, 0.1543994, 0.37248296, 0.022954902]",0.5182070136070251,learn to read and play music,Field1_en,"[0.5308739919208423, 0.15071715228051907, 0.456755487509373, 0.04258414935366018]",0.5308739919208423,learn to read and play music,Field1_en,"[0.47386165973731575, 0.12665756204494763, 0.3816185471590747, -0.034114869497364156]",0.47386165973731575,learn to read and play music,Field1_en,"[-2.662243812202026, -3.367682273124192, -2.6383147009659322, -3.0881734798187086]",-2.6383147009659322,Can help bring back old memories,Field3_en,"[-0.055107438914304856, -0.7306534140259837, 0.060130654917785145, -0.4435555583229936]",0.060130654917785145,Can help bring back old memories,Field3_en,1I4O3GA1,3GA1,Muziek,0,c,4
1694,you get a higher IQ (eg in fractures),4,"[0.31006697, 0.28829443, 0.3367316, 0.6111116]",0.611111581325531,Higher scores on IQ tests,Field4_en,"[0.21336505, 0.2834736, 0.16886877, 0.6382416]",0.6382415890693665,Higher scores on IQ tests,Field4_en,"[0.16895931583963208, 0.22614476948802043, 0.10528530364394531, 0.6204262150675748]",0.6204262150675748,Higher scores on IQ tests,Field4_en,"[0.1329535459451612, 0.22251043920627936, 0.05431178453168533, 0.6213161167609902]",0.6213161167609902,Higher scores on IQ tests,Field4_en,"[-3.291047589580286, -3.5296588338251245, -2.9958528053945774, -2.2178062511940864]",-2.2178062511940864,Higher scores on IQ tests,Field4_en,"[-0.3733913958905828, -0.7926603326665107, -0.23477402428626165, -0.39595235383951577]",-0.23477402428626165,Can help bring back old memories,Field3_en,20I1FA3A,A3A,Muziek,3c,g,4
1695,Pati Alzheimer \ 'ebnten remember it tracks,4,"[0.45933157, 0.094721004, 0.4252673, 0.19860685]",0.45933157205581665,learn to read and play music,Field1_en,"[0.40923482, 0.063286014, 0.3572024, 0.09020901]",0.40923482179641724,learn to read and play music,Field1_en,"[0.3955942492984458, 0.06715294449691496, 0.3589575241562906, 0.11325867503917841]",0.3955942492984458,learn to read and play music,Field1_en,"[0.37883819743338193, 0.05903022322878071, 0.33852282426427366, 0.0930799269971664]",0.37883819743338193,learn to read and play music,Field1_en,"[-2.847194986315812, -3.5046877171201802, -2.825935223153516, -3.2198707585989155]",-2.825935223153516,Can help bring back old memories,Field3_en,"[-0.7301877648355456, -0.6492322984580813, -0.5284539277682225, -0.46306986796853267]",-0.46306986796853267,Higher scores on IQ tests,Field4_en,20I2FV3D,V3D,Muziek,0,c,4
1696,it helps to remember when things,4,"[0.46317217, 0.19930673, 0.62597275, 0.26077434]",0.6259727478027344,Can help bring back old memories,Field3_en,"[0.44872126, 0.20182928, 0.5396384, 0.17338711]",0.5396384000778198,Can help bring back old memories,Field3_en,"[0.44698376190581846, 0.19527112037144545, 0.559637575524067, 0.18309548019182065]",0.559637575524067,Can help bring back old memories,Field3_en,"[0.43290625386741616, 0.19133039965821666, 0.5037038512075341, 0.16161270478670373]",0.5037038512075341,Can help bring back old memories,Field3_en,"[-2.8692996999751923, -3.3628163281589507, -2.54249274256443, -3.117809912301636]",-2.54249274256443,Can help bring back old memories,Field3_en,"[-0.4707950446510531, -0.7453289697059715, -0.19003796484870128, -0.47230292734409296]",-0.19003796484870128,Can help bring back old memories,Field3_en,20I4O3A1,3A1,Muziek,0,c,4
1697,Children often score higher on IQ tests that play music,4,"[0.5692103, 0.40138987, 0.36008078, 0.7963219]",0.7963219285011292,Higher scores on IQ tests,Field4_en,"[0.56435734, 0.4032827, 0.27423444, 0.780063]",0.7800629734992981,Higher scores on IQ tests,Field4_en,"[0.44773962516582794, 0.3771787742658287, 0.17981903521421536, 0.8911427658316317]",0.8911427658316317,Higher scores on IQ tests,Field4_en,"[0.4426378702107241, 0.3749659516325653, 0.1497962070912393, 0.8915283541528503]",0.8915283541528503,Higher scores on IQ tests,Field4_en,"[-2.523899080392695, -3.386818429771662, -3.008002345273808, -1.779372949132443]",-1.779372949132443,Higher scores on IQ tests,Field4_en,"[-0.07662693248257546, -0.8524398178603939, -0.18122076468364462, 0.2329940301334654]",0.2329940301334654,Higher scores on IQ tests,Field4_en,23I2FH3B,H3B,Muziek,3c,g,4
1698,you know things again,4,"[0.5204345, 0.17617148, 0.5098, 0.24501802]",0.5204344987869263,learn to read and play music,Field1_en,"[0.51306516, 0.20384146, 0.3993899, 0.1781902]",0.5130651593208313,learn to read and play music,Field1_en,"[0.5277018554403691, 0.18844420895234848, 0.4352325476073445, 0.1951693433540086]",0.5277018554403691,learn to read and play music,Field1_en,"[0.5162477669090956, 0.2082460880359069, 0.37954528956965095, 0.16135095025192683]",0.5162477669090956,learn to read and play music,Field1_en,"[-2.6927372629328965, -3.3597695650244948, -2.630385167271488, -3.0903359745776653]",-2.630385167271488,Can help bring back old memories,Field3_en,"[-0.4753286355404507, -0.7409519015748819, -0.2711174316481392, -0.47412232043892166]",-0.2711174316481392,Can help bring back old memories,Field3_en,25I5F3A1,3A1,Muziek,0,c,4
1699,Gaining memories. Helps pati \ 'ebnten with Alzheimer's,4,"[0.277638, 0.23582909, 0.6704277, 0.20868191]",0.670427680015564,Can help bring back old memories,Field3_en,"[0.2633648, 0.22320458, 0.62405294, 0.16256706]",0.6240529417991638,Can help bring back old memories,Field3_en,"[0.28301750967917133, 0.22439753282859595, 0.727046619187819, 0.12266473419833306]",0.727046619187819,Can help bring back old memories,Field3_en,"[0.2796330411393646, 0.22141026073951292, 0.7073517698114742, 0.11679509710776018]",0.7073517698114742,Can help bring back old memories,Field3_en,"[-3.4017746580369472, -3.629220657796264, -2.3343072022511513, -3.461632222872734]",-2.3343072022511513,Can help bring back old memories,Field3_en,"[-0.566502157858683, -0.7510634435849265, -0.3463061969461152, -0.4927495123303086]",-0.3463061969461152,Can help bring back old memories,Field3_en,27I6F3G2,3G2,Muziek,3b,g,4
1700,Can be helped to Alzheim,4,"[0.2693687, 0.13632199, 0.59558266, 0.23461153]",0.5955826640129089,Can help bring back old memories,Field3_en,"[0.0754703, 0.10934999, 0.3304818, 0.11456242]",0.33048179745674133,Can help bring back old memories,Field3_en,"[0.1838571747973024, 0.1282697129453035, 0.3986599842303082, 0.14749595680970637]",0.3986599842303082,Can help bring back old memories,Field3_en,"[0.08124770554233032, 0.10941739642549123, 0.2821482695939822, 0.08725673582360621]",0.2821482695939822,Can help bring back old memories,Field3_en,"[-3.0432962836875324, -3.4945089100583506, -2.354817079080921, -3.2084208816605546]",-2.354817079080921,Can help bring back old memories,Field3_en,"[-0.6047489192435868, -0.7318231988627928, -0.5660828023329122, -0.5436213038902361]",-0.5436213038902361,Higher scores on IQ tests,Field4_en,29I1F3AB,3AB,Muziek,0,c,4
1701,The memories may recall in Alzheimer pati \ 'ebnten,4,"[0.28055802, 0.10381928, 0.65711606, 0.18534242]",0.6571160554885864,Can help bring back old memories,Field3_en,"[0.24261244, 0.043790642, 0.60634077, 0.08553029]",0.606340765953064,Can help bring back old memories,Field3_en,"[0.23905149298508696, 0.04425798746985135, 0.7458208399545625, 0.034927059435258784]",0.7458208399545625,Can help bring back old memories,Field3_en,"[0.2335254998198625, 0.03747443415155531, 0.7471488999026564, 0.026905782554300976]",0.7471488999026564,Can help bring back old memories,Field3_en,"[-3.1229847512445685, -3.5227258057206154, -2.036839956263602, -3.179472805110931]",-2.036839956263602,Can help bring back old memories,Field3_en,"[-0.6966424766081047, -0.5337522694582189, -0.7780155200979527, -0.3667141082602204]",-0.3667141082602204,Higher scores on IQ tests,Field4_en,2I6FH3B,H3B,Muziek,0,c,4
1702,improving hypocantous,4,"[0.087732896, 0.70350844, 0.20253633, 0.25557476]",0.7035084366798401,Improving mathematics vaardigheiten,Field2_en,"[0.087732896, 0.70350844, 0.1951818, 0.23277609]",0.7035084366798401,Improving mathematics vaardigheiten,Field2_en,"[0.09493469843967062, 0.7042139496830425, 0.1505954231920099, 0.17929844753722524]",0.7042139496830425,Improving mathematics vaardigheiten,Field2_en,"[0.09493469843967062, 0.7042139496830425, 0.14350056311683612, 0.17512168504592546]",0.7042139496830425,Improving mathematics vaardigheiten,Field2_en,"[-3.5565559852715136, -1.9039341211318968, -3.3275008942699422, -3.4308991179364203]",-1.9039341211318968,Improving mathematics vaardigheiten,Field2_en,"[-0.42684129178434976, -0.9320892082653366, -0.23356750656577693, -0.5359728690256705]",-0.23356750656577693,Can help bring back old memories,Field3_en,3I2O3A3,3A3,Muziek,0,c,4
1703,people can altsheimer music of the past often saving memories and events here,4,"[0.4878797, 0.2402395, 0.6935299, 0.25954917]",0.6935299038887024,Can help bring back old memories,Field3_en,"[0.43822706, 0.23357837, 0.6030698, 0.17366935]",0.6030697822570801,Can help bring back old memories,Field3_en,"[0.4103444384428457, 0.23214017947673884, 0.7809413580544692, 0.1294113364484785]",0.7809413580544692,Can help bring back old memories,Field3_en,"[0.3708194267185863, 0.22489859818150848, 0.7594405178847042, 0.10332296282469526]",0.7594405178847042,Can help bring back old memories,Field3_en,"[-2.7693638268908503, -3.4066690920685296, -2.1722398215518726, -3.1784420972881318]",-2.1722398215518726,Can help bring back old memories,Field3_en,"[-0.3131851596474418, -0.7589488675833165, 0.16061264115117488, -0.4552871476345577]",0.16061264115117488,Can help bring back old memories,Field3_en,5I1OH3B,H3B,Muziek,3b,g,4
1704,if you have Alzheimer's you songs you learned yet recognize,4,"[0.6039654, 0.19986188, 0.49370545, 0.2395329]",0.6039654016494751,learn to read and play music,Field1_en,"[0.5936295, 0.19941868, 0.32612938, 0.13016969]",0.5936294794082642,learn to read and play music,Field1_en,"[0.657673616602885, 0.19821618607652458, 0.40581498111151987, 0.17811219229201888]",0.657673616602885,learn to read and play music,Field1_en,"[0.6123559848327282, 0.20244650701824715, 0.32272337286922753, 0.11346607580235156]",0.6123559848327282,learn to read and play music,Field1_en,"[-2.692000017956509, -3.4770132976786, -2.783336495716424, -3.2475170170410097]",-2.692000017956509,learn to read and play music,Field1_en,"[-0.2477562940801146, -0.7540147464206889, -0.18353313048408587, -0.4636081021495736]",-0.18353313048408587,Can help bring back old memories,Field3_en,5I3OV3D,V3D,Muziek,3b,g,4
1705,People with Alzheimer's can some things saving memories when you hear the music,4,"[0.5896772, 0.24440092, 0.7165183, 0.2577557]",0.7165182828903198,Can help bring back old memories,Field3_en,"[0.5967883, 0.25598446, 0.65007174, 0.120950684]",0.6500717401504517,Can help bring back old memories,Field3_en,"[0.5552491034390756, 0.2347122822211648, 0.779111131786034, 0.11632318584874461]",0.779111131786034,Can help bring back old memories,Field3_en,"[0.5257445571707937, 0.2335531892903271, 0.7741154238834344, 0.06941083315257421]",0.7741154238834344,Can help bring back old memories,Field3_en,"[-2.6775850800663035, -3.366961915817062, -2.1739493595177093, -3.140697524830942]",-2.1739493595177093,Can help bring back old memories,Field3_en,"[-0.2606172934034884, -0.7718895107277082, 0.16850504974773067, -0.49265418644086373]",0.16850504974773067,Can help bring back old memories,Field3_en,8I2FV3D,V3D,Muziek,3b,g,4
1706,"Remembrances of can be used to get, even if that person has Alzheimer's",4,"[0.42999426, 0.1630224, 0.6134698, 0.311929]",0.6134697794914246,Can help bring back old memories,Field3_en,"[0.451763, 0.13913012, 0.51648664, 0.22539508]",0.516486644744873,Can help bring back old memories,Field3_en,"[0.35753550392984135, 0.08620910673505465, 0.553398443808638, 0.10556902338396786]",0.553398443808638,Can help bring back old memories,Field3_en,"[0.31744153451719986, 0.06388168061535242, 0.512259863961658, 0.06123965289722089]",0.512259863961658,Can help bring back old memories,Field3_en,"[-2.9246277254200463, -3.3928257000417714, -2.3326576800489045, -3.0820357204493525]",-2.3326576800489045,Can help bring back old memories,Field3_en,"[-0.2875900810984925, -0.7638377344763531, 0.029135974572212255, -0.4123270236374266]",0.029135974572212255,Can help bring back old memories,Field3_en,8I2O3AB,3AB,Muziek,3b,g,4
1707,"Children 12 years of playing music, perform better.",4,"[0.6571006, 0.34782693, 0.4102023, 0.29646745]",0.6571006178855896,learn to read and play music,Field1_en,"[0.6571006, 0.34782693, 0.39941278, 0.2781637]",0.6571006178855896,learn to read and play music,Field1_en,"[0.6618979698105542, 0.3222783375776553, 0.32749135203214486, 0.25606909508121944]",0.6618979698105542,learn to read and play music,Field1_en,"[0.6618979698105542, 0.3222783375776553, 0.31582606330330026, 0.25198855505115964]",0.6618979698105542,learn to read and play music,Field1_en,"[-2.3709298145541657, -3.380260937879251, -3.014353220069479, -3.2617999399166813]",-2.3709298145541657,learn to read and play music,Field1_en,"[-0.15235800069292474, -0.7501423298601071, -0.17523704898879366, -0.43614871526668414]",-0.15235800069292474,learn to read and play music,Field1_en,11I4FA3,A3,Muziek,3c,g,4
1708,Word used for Alzheimer's patients,4,"[0.2598139, 0.14646953, 0.2822437, 0.30088434]",0.30088433623313904,Higher scores on IQ tests,Field4_en,"[0.23855692, 0.12380707, 0.16796638, 0.25583044]",0.25583043694496155,Higher scores on IQ tests,Field4_en,"[0.187039998277805, 0.12326441407404902, 0.13313316813668225, 0.24941751126141715]",0.24941751126141715,Higher scores on IQ tests,Field4_en,"[0.18096689635562252, 0.11826552302915941, 0.10889991416287416, 0.2433887930438208]",0.2433887930438208,Higher scores on IQ tests,Field4_en,"[-3.17982785801363, -3.5234417407854792, -3.0221082055690838, -3.2000787043758634]",-3.0221082055690838,Can help bring back old memories,Field3_en,"[-0.5571720966061121, -0.7823247018166842, -0.3916649072670839, -0.6422181696022086]",-0.3916649072670839,Can help bring back old memories,Field3_en,11I6FH3E,H3E,Muziek,0,c,4
1709,Remember people with Alzheimer's are better things,4,"[0.466226, 0.30609664, 0.5521985, 0.3137157]",0.5521985292434692,Can help bring back old memories,Field3_en,"[0.48135072, 0.29496676, 0.48522478, 0.24177942]",0.48522478342056274,Can help bring back old memories,Field3_en,"[0.5081652823962702, 0.293967022696681, 0.5220425649284881, 0.2186658570188805]",0.5220425649284881,Can help bring back old memories,Field3_en,"[0.5048753999800233, 0.28261834752859843, 0.49146352008017546, 0.19684424797692784]",0.5048753999800233,learn to read and play music,Field1_en,"[-2.9195027460057603, -3.2216241788684807, -2.621997104391073, -3.008136044636883]",-2.621997104391073,Can help bring back old memories,Field3_en,"[-0.3321390717983047, -0.751714917093151, -0.0985764123559647, -0.4526799167249661]",-0.0985764123559647,Can help bring back old memories,Field3_en,14I4F3G2,3G2,Muziek,0,c,4
1710,There memories can be retrieved,4,"[0.35216108, 0.11503655, 0.72818553, 0.20809588]",0.7281855344772339,Can help bring back old memories,Field3_en,"[0.20970033, 0.052460566, 0.6353098, 0.0670156]",0.6353098154067993,Can help bring back old memories,Field3_en,"[0.26253412843201523, 0.07367398098697657, 0.7632968431412114, 0.08953096122187955]",0.7632968431412114,Can help bring back old memories,Field3_en,"[0.20802923351823202, 0.05258208639466964, 0.7374750236927389, 0.05039838541506166]",0.7374750236927389,Can help bring back old memories,Field3_en,"[-3.1741160867230658, -3.6811054762003423, -1.8864837153490241, -3.387568157312393]",-1.8864837153490241,Can help bring back old memories,Field3_en,"[-0.6625781090951108, -0.6519728560586256, -0.5846288844106976, -0.44550215093715484]",-0.44550215093715484,Higher scores on IQ tests,Field4_en,14I5F3AB,3AB,Muziek,3b,g,4
1711,bettere hand-eye koordinatie,4,"[0, 0, 0, 0]",0.0,learn to read and play music,Field1_en,"[0, 0, 0, 0]",0.0,learn to read and play music,Field1_en,"[0, 0, 0, 0]",0.0,learn to read and play music,Field1_en,"[0, 0, 0, 0]",0.0,learn to read and play music,Field1_en,"[-inf, -inf, -inf, -inf]",-inf,learn to read and play music,Field1_en,"[-0.5762518298361063, -0.726051185993468, -0.709700085057319, -0.5556442786748287]",-0.5556442786748287,Higher scores on IQ tests,Field4_en,14I5F3TT1,3TT1,Muziek,0,c,4
1712,Good for your IQ,4,"[0.32041037, 0.23056795, 0.3290766, 0.49616033]",0.4961603283882141,Higher scores on IQ tests,Field4_en,"[0.2251299, 0.260009, 0.11524759, 0.5594541]",0.559454083442688,Higher scores on IQ tests,Field4_en,"[0.20687666922810824, 0.17887062717557256, 0.05813107244587715, 0.6998470674914802]",0.6998470674914802,Higher scores on IQ tests,Field4_en,"[0.14125115176623873, 0.17351718991145798, -0.02753795668950189, 0.7233293957514144]",0.7233293957514144,Higher scores on IQ tests,Field4_en,"[-3.2214536672916414, -3.407189442273855, -3.044561973504846, -2.4462892371890543]",-2.4462892371890543,Higher scores on IQ tests,Field4_en,"[-0.432024687723239, -0.7818691691676318, -0.2991540337001672, -0.6043219805606853]",-0.2991540337001672,Can help bring back old memories,Field3_en,17I1F3VA,3VA,Muziek,3c,g,4
1713,you can remember things through music,4,"[0.6473007, 0.19724259, 0.6122431, 0.24560331]",0.6473007202148438,learn to read and play music,Field1_en,"[0.67445844, 0.22708751, 0.4867698, 0.11384173]",0.6744584441184998,learn to read and play music,Field1_en,"[0.6596100950109957, 0.2078110598368718, 0.5571646139459998, 0.1734390459180253]",0.6596100950109957,learn to read and play music,Field1_en,"[0.6453426180894589, 0.2190176036710737, 0.5214293844439601, 0.1099407505254346]",0.6453426180894589,learn to read and play music,Field1_en,"[-2.359874584500431, -3.413043065058991, -2.37605187940906, -3.208678695683914]",-2.359874584500431,learn to read and play music,Field1_en,"[-0.2667411570246435, -0.7617978892506384, -0.07842765724799318, -0.47342515364844034]",-0.07842765724799318,Can help bring back old memories,Field3_en,17I5FH3E,H3E,Muziek,3b,g,4
1714,Remember more,4,"[0.43995064, 0.13232279, 0.4894626, 0.19587548]",0.48946261405944824,Can help bring back old memories,Field3_en,"[0.4274214, 0.07622455, 0.47346607, 0.039503742]",0.47346606850624084,Can help bring back old memories,Field3_en,"[0.4633955875985238, 0.10727200282804976, 0.5151070332451384, 0.09318478689514817]",0.5151070332451384,Can help bring back old memories,Field3_en,"[0.43040978539681973, 0.07618601795106597, 0.49803388805153215, 0.043687148878226875]",0.49803388805153215,Can help bring back old memories,Field3_en,"[-2.870213117281437, -3.3747212787938117, -2.698730327124635, -3.1415704981066943]",-2.698730327124635,Can help bring back old memories,Field3_en,"[-0.6713864781856405, -0.6699147895144402, -0.4723401837494727, -0.4542486394325687]",-0.4542486394325687,Higher scores on IQ tests,Field4_en,17I6FH3C,H3C,Muziek,0,c,4
1715,it is used for alzheimer,4,"[0.2825106, 0.15542707, 0.43687257, 0.29818237]",0.43687257170677185,Can help bring back old memories,Field3_en,"[0.15227354, 0.04408642, 0.20559078, 0.14050423]",0.20559078454971313,Can help bring back old memories,Field3_en,"[0.26156601010268915, 0.12130506745956321, 0.30104801072565635, 0.21276493506723085]",0.30104801072565635,Can help bring back old memories,Field3_en,"[0.1556335195696929, 0.04407977455999644, 0.16707563447946466, 0.12302396451831277]",0.16707563447946466,Can help bring back old memories,Field3_en,"[-2.855761193169117, -3.1808238710021977, -2.551532152403252, -2.877077002976489]",-2.551532152403252,Can help bring back old memories,Field3_en,"[-0.538538441503113, -0.7664196755458978, -0.3678852838295242, -0.5473337008268696]",-0.3678852838295242,Can help bring back old memories,Field3_en,20I2F3VA,3VA,Muziek,0,c,4
1716,you remember things,4,"[0.51881015, 0.16144189, 0.5220344, 0.18063058]",0.5220344066619873,Can help bring back old memories,Field3_en,"[0.48560303, 0.18147704, 0.5034571, 0.117914625]",0.5034571290016174,Can help bring back old memories,Field3_en,"[0.5219836859898064, 0.16483815260711815, 0.5166309645384564, 0.13664738894387854]",0.5219836859898064,learn to read and play music,Field1_en,"[0.49044860738843604, 0.1731830963765254, 0.5230704909681061, 0.1059287498159942]",0.5230704909681061,Can help bring back old memories,Field3_en,"[-2.873185819258591, -3.474422203481358, -2.7279364585391446, -3.2655778590629625]",-2.7279364585391446,Can help bring back old memories,Field3_en,"[-0.6094833534971791, -0.7037833920456045, -0.3935738459839193, -0.468688550986782]",-0.3935738459839193,Can help bring back old memories,Field3_en,20I3F2VB,2VB,Muziek,0,c,4
1717,Old songs brnegne memories,4,"[0.3678498, 0.14172733, 0.6332516, 0.07009517]",0.6332516074180603,Can help bring back old memories,Field3_en,"[0.3678498, 0.14172733, 0.67037266, 0.061676566]",0.6703726649284363,Can help bring back old memories,Field3_en,"[0.3354634085379278, 0.11056691038903664, 0.7824632109975206, 0.05013131300571074]",0.7824632109975206,Can help bring back old memories,Field3_en,"[0.3354634085379278, 0.11056691038903664, 0.7934780147087201, 0.048695122306819064]",0.7934780147087201,Can help bring back old memories,Field3_en,"[-3.3218973055163823, -3.9257088854954985, -2.2944769373270995, -3.8090226338092403]",-2.2944769373270995,Can help bring back old memories,Field3_en,"[-0.6700089243003418, -0.6501539960212243, -0.5779620653532813, -0.42470765132411237]",-0.42470765132411237,Higher scores on IQ tests,Field4_en,32I3FH3E,H3E,Muziek,0,c,4
1718,Do you have if you start young at a young age have a higher IQ,4,"[0.46448624, 0.3175724, 0.510216, 0.5386387]",0.538638710975647,Higher scores on IQ tests,Field4_en,"[0.30919406, 0.36020157, 0.30539775, 0.59111285]",0.5911128520965576,Higher scores on IQ tests,Field4_en,"[0.40647519153579864, 0.3066300487559543, 0.29556063947660766, 0.6521935993212794]",0.6521935993212794,Higher scores on IQ tests,Field4_en,"[0.27777645896340125, 0.3085976257383316, 0.1727405070450514, 0.6929764235691904]",0.6929764235691904,Higher scores on IQ tests,Field4_en,"[-2.9518892969093837, -3.3194032583000546, -2.6853657670306785, -2.561048416197677]",-2.561048416197677,Higher scores on IQ tests,Field4_en,"[-0.18636239780274982, -0.7540748275342047, -0.0042489492058055515, -0.189375378692465]",-0.0042489492058055515,Can help bring back old memories,Field3_en,5I3OG3,G3,Muziek,3c,g,4
1719,you can concentrate better,4,"[0.43999857, 0.28971696, 0.49412844, 0.2957717]",0.49412843585014343,Can help bring back old memories,Field3_en,"[0.30560952, 0.36016002, 0.2853629, 0.23405157]",0.3601600229740143,Improving mathematics vaardigheiten,Field2_en,"[0.38630697848681506, 0.31400627014636134, 0.3023613285566906, 0.17884688460184858]",0.38630697848681506,learn to read and play music,Field1_en,"[0.2942134203110056, 0.3204346854354598, 0.21975672032949897, 0.13178543905857615]",0.3204346854354598,Improving mathematics vaardigheiten,Field2_en,"[-3.0511802345782515, -3.3699842904624937, -2.5947477855901666, -3.203744145009899]",-2.5947477855901666,Can help bring back old memories,Field3_en,"[-0.4563085886064305, -0.7891787337766951, -0.28785768417716195, -0.5021305185208008]",-0.28785768417716195,Can help bring back old memories,Field3_en,5I5F3A3,3A3,Muziek,0,c,4
1720,You can read music notes,4,"[0.7140385, 0.17760237, 0.42137823, 0.22661787]",0.7140384912490845,learn to read and play music,Field1_en,"[0.7092329, 0.18825881, 0.19945565, 0.12866671]",0.7092329263687134,learn to read and play music,Field1_en,"[0.7075418554244681, 0.1872319721942491, 0.3191939021289492, 0.1850171198684377]",0.7075418554244681,learn to read and play music,Field1_en,"[0.6686987507054392, 0.18871198304569906, 0.22097089858685745, 0.13039114275039995]",0.6686987507054392,learn to read and play music,Field1_en,"[-1.7996594723331452, -3.4619497854909658, -2.5916282306014735, -3.300337051453018]",-1.7996594723331452,learn to read and play music,Field1_en,"[-0.3773880834915761, -0.748403310091024, -0.3324751713471406, -0.47877396768018576]",-0.3324751713471406,Can help bring back old memories,Field3_en,8I1FH3B,H3B,Muziek,0,c,4
