Field,Field_correct,Field_en,Field_correct_en,Accuracy_score,Code,Fieldname
beter ruimtelijk inzicht,Kan helpen oude herinneringen terug te halen,better spatial awareness,Can help bring back old memories,0,c,Muziek;Field3
Geeft een goed gevoel,Kan helpen oude herinneringen terug te halen,Feels good,Can help bring back old memories,0,c,Muziek;Field3
kan het helpen met herinnringen ophalen,Kan helpen oude herinneringen terug te halen,it can help retrieve herinnringen,Can help bring back old memories,3b,g,Muziek;Field3
je kan bepaalde dingen beter doen b.v. wiskunde,Kan helpen oude herinneringen terug te halen,"you better do certain things for example, math",Can help bring back old memories,0,c,Muziek;Field3
Kan je sommige sommen beter oplossen,Kan helpen oude herinneringen terug te halen,Can better solve certain sums,Can help bring back old memories,3a,g,Muziek;Field3
scoor je hoger op IQ testen,Kan helpen oude herinneringen terug te halen,You score higher on IQ tests,Can help bring back old memories,3c,g,Muziek;Field3
helpt het je met breuken oplossen,Kan helpen oude herinneringen terug te halen,helps you solve with fractions,Can help bring back old memories,0,c,Muziek;Field3
hebben mensen die een muziek instrument bespelen ook een hoger IQ,Kan helpen oude herinneringen terug te halen,have people who play a musical instrument a higher IQ,Can help bring back old memories,3c,g,Muziek;Field3
kan het je helpen aan wiskunde sommen (breuken),Kan helpen oude herinneringen terug te halen,it can help sums math (fractions),Can help bring back old memories,0,c,Muziek;Field3
beter onthouden,Kan helpen oude herinneringen terug te halen,better remember,Can help bring back old memories,0,c,Muziek;Field3
kan je beter leren,Kan helpen oude herinneringen terug te halen,you better learn,Can help bring back old memories,0,c,Muziek;Field3
je hebt een beter geheugen,Kan helpen oude herinneringen terug te halen,you have a better memory,Can help bring back old memories,0,c,Muziek;Field3
mensen met alzheimer herinneren weer dingen door muziek,Kan helpen oude herinneringen terug te halen,People with Alzheimer remember things again through music,Can help bring back old memories,0,c,Muziek;Field3
snellere handel,Kortere waterweg nodig,faster trade,Shorter waterway needed,0,c,Suez;Field3
Werd het suezkanaal gegraven,Kortere waterweg nodig,Dug the Suez canal,Shorter waterway needed,4,g,Suez;Field3
schepen sneller,Kortere waterweg nodig,ships faster,Shorter waterway needed,0,c,Suez;Field3
het Suez kanaal werd gegraven,Kortere waterweg nodig,the Suez canal was dug,Shorter waterway needed,4,g,Suez;Field3
is er een kanaal tussen de zee\'ebn afgegraven,Kortere waterweg nodig,There is a channel between the ocean \ 'ebn excavated,Shorter waterway needed,4,g,Suez;Field3
Is de afstand nu kleiner,Kortere waterweg nodig,If the distance is now smaller,Shorter waterway needed,0,c,Suez;Field3
begonnen ze in de 19e eeuw met graven,Kortere waterweg nodig,They started in the 19th century with graves,Shorter waterway needed,0,c,Suez;Field3
werd het kanaal geopend in lovog,Kortere waterweg nodig,the channel was opened in lovog,Shorter waterway needed,0,c,Suez;Field3
Konden schepen via het kanaal langs de middellandse zee,Kortere waterweg nodig,Could ships through the channel along the Mediterranean,Shorter waterway needed,0,c,Suez;Field3
Toen Suezkanaal klaar was. Was er een verbinding tussen Indische & Grote oceaan,Kortere waterweg nodig,When Suez Canal was finished. Was there a connection between the Indian and Pacific Ocean,Shorter waterway needed,0,c,Suez;Field3
begon het graven van het suezkanaal,Kortere waterweg nodig,began digging the Suez canal,Shorter waterway needed,0,c,Suez;Field3
Is het suezkanaal gegraven,Kortere waterweg nodig,Dug the Suez canal,Shorter waterway needed,4,g,Suez;Field3
bouwden mensen een kanaal,Kortere waterweg nodig,people built a canal,Shorter waterway needed,4,g,Suez;Field3
hebben ze lang gegraven door een woestijn in afrika en het kanaal geopent,Kortere waterweg nodig,they have long dug through a desert in Africa and the channel geopent,Shorter waterway needed,0,c,Suez;Field3
moest er iets aan gedan worden,Kortere waterweg nodig,had to be something gedan,Shorter waterway needed,0,c,Suez;Field3
ging de handel niet makkelijk,Kortere waterweg nodig,Trade was not easy,Shorter waterway needed,0,c,Suez;Field3
Er moet een doorgang komen tussen de twee zeeen,Kortere waterweg nodig,A passage is needed between the two seas,Shorter waterway needed,1,g,Suez;Field3
Koopslieden moeten om Afrika heen varen om in Europa te komen,Kortere waterweg nodig,Buy executives have to sail around Africa to Europe,Shorter waterway needed,2,g,Suez;Field3
Duurde de reis van de ene kant van Afrika naar bv. Europa heel lang,Kortere waterweg nodig,Took the trip from one end of Africa to eg. Europe long,Shorter waterway needed,3,g,Suez;Field3
Werd er veel tijd bespaart voor het reizen,Kortere waterweg nodig,Was saves much time for traveling,Shorter waterway needed,5,g,Suez;Field3
Daarom is het suezkanaal aangelegd,Kortere waterweg nodig,"Therefore, the Suez Canal was built",Shorter waterway needed,4,g,Suez;Field3
is een kanaal nodig,Kortere waterweg nodig,is a channel necessary,Shorter waterway needed,0,c,Suez;Field3
Suezkanaal aangebracht die middellandse zee en indische oceaan verbindt,Kortere waterweg nodig,Suez Canal made connecting Mediterranean and Indian Ocean,Shorter waterway needed,4,g,Suez;Field3
aanleg Suezkanaal,Kortere waterweg nodig,construction Suez Canal,Shorter waterway needed,4,g,Suez;Field3
werd het suezkanaal aangelegd,Kortere waterweg nodig,the Suez Canal was built,Shorter waterway needed,4,g,Suez;Field3
Suezkanaal werd gebouwd,Kortere waterweg nodig,Suez Canal was built,Shorter waterway needed,4,g,Suez;Field3
er was besloten dat de route te lang is,Kortere waterweg nodig,it was decided that the route is too long,Shorter waterway needed,0,c,Suez;Field3
suezkanaal gegraven,Kortere waterweg nodig,dug Suez canal,Shorter waterway needed,4,g,Suez;Field3
werd het suezkanaal gegraven,Kortere waterweg nodig,The Suez Canal was dug,Shorter waterway needed,4,g,Suez;Field3
konden handelaren door het Suezkanaal varen,Kortere waterweg nodig,traders could sail through the Suez Canal,Shorter waterway needed,0,c,Suez;Field3
iemand had bedacht wat de oplossing kon zijn,Kortere waterweg nodig,someone had figured out what the solution could be,Shorter waterway needed,0,c,Suez;Field3
weg gevonden,Kortere waterweg nodig,road found,Shorter waterway needed,0,c,Suez;Field3
suezkanaal werd aangelegd,Kortere waterweg nodig,Suez Canal was built,Shorter waterway needed,4,g,Suez;Field3
korte reistijd,Kortere waterweg nodig,short journey,Shorter waterway needed,0,c,Suez;Field3
kanaal gebouwd om afstand te verbouwen,Kortere waterweg nodig,channel built to grow away,Shorter waterway needed,0,c,Suez;Field3
Suezkanaal graven,Kortere waterweg nodig,Suez Canal dig,Shorter waterway needed,4,g,Suez;Field3
ze zochten een kortere route,Kortere waterweg nodig,they were looking for a shorter route,Shorter waterway needed,0,c,Suez;Field3
Suezkanaal aangelegd,Kortere waterweg nodig,constructed Suez Canal,Shorter waterway needed,4,g,Suez;Field3
hoeft men nu niet meer om Afrika heen,Kortere waterweg nodig,they are no longer around Africa,Shorter waterway needed,0,c,Suez;Field3
Het suezkanaal werd gegraven,Kortere waterweg nodig,The Suez Canal was dug,Shorter waterway needed,4,g,Suez;Field3
is de scheepsvaart met 40% verkort,Kortere waterweg nodig,the shipping is reduced by 40%,Shorter waterway needed,0,c,Suez;Field3
Lange tochten oplossing sneller,Kortere waterweg nodig,Long trips solution faster,Shorter waterway needed,0,c,Suez;Field3
werd er jarenlang een kanaal gegraven,Kortere waterweg nodig,a channel was dug years,Shorter waterway needed,0,c,Suez;Field3
groeien ze een kanaal (leiding van een Oostenrijker),Kortere waterweg nodig,they grow a channel (led by an Austrian),Shorter waterway needed,0,c,Suez;Field3
verbinding tussen Atlantische oceaan en middellandse zee,Kortere waterweg nodig,connection between the Atlantic and Mediterranean,Shorter waterway needed,0,c,Suez;Field3
wilden ze een kortere weg cre\'ebren,Kortere waterweg nodig,they wanted to create a shortcut \ 'ebren,Shorter waterway needed,3,g,Suez;Field3
grote woestijn waar de boten omheen moesten varen,Kortere waterweg nodig,high desert where the boats had to sail around,Shorter waterway needed,0,c,Suez;Field3
jarenlang arbeids bezig om te graven,Kortere waterweg nodig,labor years trying to dig,Shorter waterway needed,0,c,Suez;Field3
is het dus heel voordelig voor de economie,Kortere waterweg nodig,it is thus very beneficial for the economy,Shorter waterway needed,0,c,Suez;Field3
Varen om het hele continent Afrika,Kortere waterweg nodig,Sailing to the entire African continent,Shorter waterway needed,2,g,Suez;Field3
in 1960 geopend voor scheepsvaart,Kortere waterweg nodig,Established in 1960 for shipping industry,Shorter waterway needed,0,c,Suez;Field3
kortere waterweg,Kortere waterweg nodig,shorter waterway,Shorter waterway needed,3,g,Suez;Field3
langs woestijn om 'niet om te lopen',Kortere waterweg nodig,along desert 'not to run',Shorter waterway needed,0,c,Suez;Field3
daarom maken ze een kanaal,Kortere waterweg nodig,"Therefore, they make a channel",Shorter waterway needed,4,g,Suez;Field3
kunnen mensen de doorgang gebruiken,Kortere waterweg nodig,people can use the passageway,Shorter waterway needed,0,c,Suez;Field3
graven mensen het suez-kanaal,Kortere waterweg nodig,People dig the Suez Canal,Shorter waterway needed,4,g,Suez;Field3
suezkanaal aanleggen,Kortere waterweg nodig,Suez canal construction,Shorter waterway needed,4,g,Suez;Field3
een kanaal door de woestijn gegrafen,Kortere waterweg nodig,a channel gegrafen through the desert,Shorter waterway needed,4,g,Suez;Field3
Was de afstand korter,Kortere waterweg nodig,Wash the shorter distance,Shorter waterway needed,0,c,Suez;Field3
Zijn er plannen gemaakt voor ene knaal om ze te verbinden,Kortere waterweg nodig,Are there any plans made for one knaal to connect them,Shorter waterway needed,0,c,Suez;Field3
werd het seuzkanaal gegraven,Kortere waterweg nodig,it was dug seuzkanaal,Shorter waterway needed,4,g,Suez;Field3
Kanaal onder de woestijn door,Kortere waterweg nodig,Channel under the desert,Shorter waterway needed,0,c,Suez;Field3
"als je uit saoudi-arabie iets ter schip wou brengen naar Europa, je om afrika heen moest",Kortere waterweg nodig,"if you wanted to bring something to ship from Saudi Arabia to Europe, you had to go to Africa",Shorter waterway needed,2,g,Suez;Field3
gingen mensen jaren een kanaal door de woestijn graven,Kortere waterweg nodig,people went years a channel through the desert graves,Shorter waterway needed,0,c,Suez;Field3
betere handel,Kortere waterweg nodig,better trading,Shorter waterway needed,0,c,Suez;Field3
maakt ertussen aan kanaal,Kortere waterweg nodig,makes therebetween to channel,Shorter waterway needed,4,g,Suez;Field3
winnen van geld,Kortere waterweg nodig,winning money,Shorter waterway needed,0,c,Suez;Field3
kanaal neergelegt,Kortere waterweg nodig,down channel gelegt,Shorter waterway needed,4,g,Suez;Field3
hoef je niet langs afrika,Kortere waterweg nodig,You do not have past africa,Shorter waterway needed,0,c,Suez;Field3
suezkanaal gegraven door vele arbeiders,Kortere waterweg nodig,Suez canal dug by many workers,Shorter waterway needed,4,g,Suez;Field3
mensen moeten proberen het te renoveren,Liften bliven hangen,people should try to renovate the,Elevators Bliven hang,0,c,Beton;Field4
gevolg: lift blijft hangen,Liften bliven hangen,result: lift lingers,Elevators Bliven hang,4,g,Beton;Field4
passen de liften niet meer in de liftschacht,Liften bliven hangen,adjust the elevators no longer in the elevator shaft,Elevators Bliven hang,4,g,Beton;Field4
Moet je betonbouwers inhuren,Liften bliven hangen,Should you hire concrete builders,Elevators Bliven hang,0,c,Beton;Field4
de bouwers waren er niet op voorbereid waardoor de liftschachten te klein zijn voor de lift,Liften bliven hangen,the builders were unprepared for causing the elevator shafts are too small for the elevator,Elevators Bliven hang,0,c,Beton;Field4
zijn op liften te klein,Liften bliven hangen,lifts are too small,Elevators Bliven hang,0,c,Beton;Field4
hierdoor lopen de lift vast of doen het niet goed meer,Liften bliven hangen,will run the elevator fixed or do not work properly,Elevators Bliven hang,4,g,Beton;Field4
De lift moet in een grotere ruimte hangen,Liften bliven hangen,The lift should hang in a larger space,Elevators Bliven hang,0,c,Beton;Field4
blijven liften hangen,Liften bliven hangen,linger lifts,Elevators Bliven hang,4,g,Beton;Field4
worden de liftschachten kleiner,Liften bliven hangen,the elevator shafts to be smaller,Elevators Bliven hang,0,c,Beton;Field4
liften blijven vastzitten,Liften bliven hangen,remain stuck elevators,Elevators Bliven hang,4,g,Beton;Field4
komen liften vaak vast te zitten,Liften bliven hangen,Elevators are often stuck,Elevators Bliven hang,4,g,Beton;Field4
liften passen niet door het krimpen,Liften bliven hangen,Elevators do not fit by shrinking,Elevators Bliven hang,0,c,Beton;Field4
Omdat de gebouwen krimpen komen de liften vast te zitten,Liften bliven hangen,Because the buildings shrink get stuck elevators,Elevators Bliven hang,4,g,Beton;Field4
liften worden krapper,Liften bliven hangen,Elevators are tighter,Elevators Bliven hang,4,g,Beton;Field4
Worden liftschachten smal,Liften bliven hangen,Elevator shafts are narrow,Elevators Bliven hang,3,g,Beton;Field4
dus ook de liftschachten die niet meer in het beton passen,Liften bliven hangen,thus the elevator shafts that do not fit into the concrete,Elevators Bliven hang,4,g,Beton;Field4
zijn de liften & liftschachten te groot,Liften bliven hangen,the elevators and elevator shafts too big,Elevators Bliven hang,0,c,Beton;Field4
liften kunnen daardoor vast kokmen te zitten,Liften bliven hangen,lifts can therefore stuck kokmen,Elevators Bliven hang,4,g,Beton;Field4
gaan liften kapot,Liften bliven hangen,go broken lifts,Elevators Bliven hang,0,c,Beton;Field4
liften/lift schachten te klein,Liften bliven hangen,lift / elevator shafts too small,Elevators Bliven hang,0,c,Beton;Field4
worden de liftschachten smaller,Liften bliven hangen,the elevator shafts to be narrower,Elevators Bliven hang,0,c,Beton;Field4
bijv: liftbuizen worden te klein voor liften,Liften bliven hangen,eg: lift pipes are too small for lifts,Elevators Bliven hang,0,c,Beton;Field4
Is er minder ruimte voor liften,Liften bliven hangen,There is less room for elevators,Elevators Bliven hang,4,g,Beton;Field4
Daardoorz ijn gebouwen vaak kleiner dan dat ze bedoeld waren,Liften bliven hangen,Daardoorz ijn buildings often smaller than they were intended,Elevators Bliven hang,3,g,Beton;Field4
minder ruimte voor de lift,Liften bliven hangen,less room for the elevator,Elevators Bliven hang,0,c,Beton;Field4
de liftschachten werken niet meer zoals het moet,Liften bliven hangen,the elevator shafts do not work as it should,Elevators Bliven hang,0,c,Beton;Field4
komt de lift vast te zitten,Liften bliven hangen,get stuck elevator,Elevators Bliven hang,4,g,Beton;Field4
liftschachten worden te klein voor de lift,Liften bliven hangen,elevator shafts are too small for the elevator,Elevators Bliven hang,0,c,Beton;Field4
lift schacht past niet meer,Liften bliven hangen,elevator shaft does not fit,Elevators Bliven hang,0,c,Beton;Field4
de verhoudingen kloppen niet meer,Liften bliven hangen,the proportions are correct no longer,Elevators Bliven hang,0,c,Beton;Field4
kunnen liften niet meer functioneren,Liften bliven hangen,Elevators can no longer function,Elevators Bliven hang,0,c,Beton;Field4
kloppen de verhoudingen lift en gebouw niet meer,Liften bliven hangen,the proportions elevator and building no more,Elevators Bliven hang,0,c,Beton;Field4
liften kunnen niet meer bewegen,Liften bliven hangen,elevators can not move anymore,Elevators Bliven hang,0,c,Beton;Field4
de lift schachten krimpen en de lift komt vast te zitten,Liften bliven hangen,the elevator shafts and shrink the elevator gets stuck,Elevators Bliven hang,4,g,Beton;Field4
liftschachten worden te nauw,Liften bliven hangen,elevator shafts are too narrow,Elevators Bliven hang,0,c,Beton;Field4
betonnen gebouwen krimpen,Liften bliven hangen,shrink concrete buildings,Elevators Bliven hang,3,g,Beton;Field4
is er niet genoeg ruimte voor de liften,Liften bliven hangen,there is not enough room for the lifts,Elevators Bliven hang,4,g,Beton;Field4
krimpen gebouwen en worden de liftschachten aangetast,Liften bliven hangen,shrink buildings and shafts are affected,Elevators Bliven hang,3,g,Beton;Field4
liftschachten krimpen mee,Liften bliven hangen,elevator shafts shrink along,Elevators Bliven hang,0,c,Beton;Field4
gebouw krimpt,Liften bliven hangen,shrinks building,Elevators Bliven hang,3,g,Beton;Field4
liften passen niet meer,Liften bliven hangen,Elevators do not fit,Elevators Bliven hang,0,c,Beton;Field4
het beton krimpt nog,Liften bliven hangen,the concrete shrinks yet,Elevators Bliven hang,3,g,Beton;Field4
Krimpen/veranderen de liftschachten zodat de lfiten niet meer kunnen worden gebruikt.,Liften bliven hangen,Shrink / change the elevator shafts so lfiten not be used.,Elevators Bliven hang,4,g,Beton;Field4
liften blijven hangen,Liften bliven hangen,lifts linger,Elevators Bliven hang,4,g,Beton;Field4
worden de liftschachten ook kleiner,Liften bliven hangen,the elevator shafts are also smaller,Elevators Bliven hang,0,c,Beton;Field4
betonnen gebouwen krimpen,Liften bliven hangen,shrink concrete buildings,Elevators Bliven hang,3,g,Beton;Field4
worden liften gemaakt 'op de krimp',Liften bliven hangen,"Lifts are made ""on the decline""",Elevators Bliven hang,0,c,Beton;Field4
Blijven de liften hangen,Liften bliven hangen,Linger lifts,Elevators Bliven hang,4,g,Beton;Field4
De liften worden dus te groot omdat het gebouw krimpt,Liften bliven hangen,The elevators are therefore too large because the building shrinks,Elevators Bliven hang,3,g,Beton;Field4
Het beton krimpt,Liften bliven hangen,The concrete shrinks,Elevators Bliven hang,3,g,Beton;Field4
liftsgachten ingekort worden,Liften bliven hangen,liftsgachten be shortened,Elevators Bliven hang,0,c,Beton;Field4
liftschachten krimpen,Liften bliven hangen,shrink elevator shafts,Elevators Bliven hang,4,g,Beton;Field4
Liften te groot,Liften bliven hangen,Elevators too big,Elevators Bliven hang,0,c,Beton;Field4
worden gebouw verkleind,Liften bliven hangen,be reduced building,Elevators Bliven hang,3,g,Beton;Field4
wordt de liftschacht vaak te klein,Liften bliven hangen,The elevator shaft is often too small,Elevators Bliven hang,0,c,Beton;Field4
De liftschacht wordt kleiner,Liften bliven hangen,The elevator shaft becomes smaller,Elevators Bliven hang,3,g,Beton;Field4
smallere liftschachten,Liften bliven hangen,narrow elevator shafts,Elevators Bliven hang,0,c,Beton;Field4
krimpt het gebouw als het beton droog word,Liften bliven hangen,the building shrinks as the concrete become dry,Elevators Bliven hang,3,g,Beton;Field4
krimt een gebouw,Liften bliven hangen,krimt building,Elevators Bliven hang,4,g,Beton;Field4
de ilft past dan niet meer door de schacht,Liften bliven hangen,the ilft then will not fit through the shaft,Elevators Bliven hang,4,g,Beton;Field4
Verkleinen ook de liftschachten,Liften bliven hangen,also reduce the lift shafts,Elevators Bliven hang,0,c,Beton;Field4
Als beton in lift krimpt komt de lift vast te zitten,Liften bliven hangen,If concrete shrinks elevator gets stuck elevator,Elevators Bliven hang,4,g,Beton;Field4
Moeten er kleinere liften in het gebouw,Liften bliven hangen,Should smaller lifts in the building,Elevators Bliven hang,0,c,Beton;Field4
krompen somige liftschachten,Liften bliven hangen,shrunk contain some elevator shafts,Elevators Bliven hang,0,c,Beton;Field4
Liftschachten krimpen en de lift past niet meer,Liften bliven hangen,Elevator shafts shrink and the elevator does not fit,Elevators Bliven hang,4,g,Beton;Field4
het gebouw wordt kleiner en de liften kunnen door minder ruimte daardoor vastzitten,Liften bliven hangen,the building is smaller and the elevators can therefore by less space stuck,Elevators Bliven hang,4,g,Beton;Field4
Past de lift niet in het gebouw,Liften bliven hangen,Past the elevator in the building,Elevators Bliven hang,4,g,Beton;Field4
kan het beton gaan krimpen,Liften bliven hangen,can shrink the concrete,Elevators Bliven hang,0,c,Beton;Field4
Kan je de lift beschadigen,Liften bliven hangen,Can damage the lift,Elevators Bliven hang,0,c,Beton;Field4
Betonnen gebouwen krimpen soms,Liften bliven hangen,Concrete buildings may shrink,Elevators Bliven hang,3,g,Beton;Field4
krimpt het beton,Liften bliven hangen,Shrink concrete,Elevators Bliven hang,3,g,Beton;Field4
Liftschachten worden ook nauwer en de liften blijven vastzitten,Liften bliven hangen,Elevator shafts are also narrower and remain stuck elevators,Elevators Bliven hang,4,g,Beton;Field4
er zijn ook 28 mensen aan dood gegaan omdat het de verkeerde concentratie hadden,Gezichtsuitdrukking kan veranderen,There are also 28 people went to death because it had the wrong concentration,Facial expression can change,0,c,Botox;Field4
Gezichtsuitdrukking veranderen,Gezichtsuitdrukking kan veranderen,Changing Facial Expression,Facial expression can change,4b,g,Botox;Field4
hierdoor kan je gezichtsuitdrukking ongewild aangetast zijn,Gezichtsuitdrukking kan veranderen,this can be unintentionally affected facial expression,Facial expression can change,4b,g,Botox;Field4
Van het rare gezichtsuitdrukking veroorzaken,Gezichtsuitdrukking kan veranderen,Cause of the weird facial expression,Facial expression can change,4b,g,Botox;Field4
kun je weer prima knipperen,Gezichtsuitdrukking kan veranderen,you blink fine again,Facial expression can change,0,c,Botox;Field4
spieren gaan niet goed door,Gezichtsuitdrukking kan veranderen,muscles are not going well,Facial expression can change,0,c,Botox;Field4
kan de gezichtsuitdrukken veranderen,Gezichtsuitdrukking kan veranderen,the suit face pressures to change,Facial expression can change,4b,g,Botox;Field4
Je gezichtsuitdrukking verandert op een foute manier,Gezichtsuitdrukking kan veranderen,Your facial expression changes in a wrong way,Facial expression can change,4b,g,Botox;Field4
zijn er soms ongewenste veranderingen in gezichtsuitdrukking,Gezichtsuitdrukking kan veranderen,are sometimes undesirable changes in facial expression,Facial expression can change,4b,g,Botox;Field4
Verdwijnen de rimpels,Gezichtsuitdrukking kan veranderen,The wrinkles disappear,Facial expression can change,3,g,Botox;Field4
strijkt voorhoofd glad,Gezichtsuitdrukking kan veranderen,stroking forehead smooth,Facial expression can change,0,c,Botox;Field4
kunnen gezichtsuitdrukkingen veranderen,Gezichtsuitdrukking kan veranderen,can change facial expressions,Facial expression can change,4b,g,Botox;Field4
gezichtsuitdrukkingen veranderen,Gezichtsuitdrukking kan veranderen,changing facial expressions,Facial expression can change,4b,g,Botox;Field4
doordat de zenuwen worden geblokkeerd hebben botox gebruikers een (soms) niet gewenste gezichtsuitdrukking,Gezichtsuitdrukking kan veranderen,because the nerves are blocked botox users have a (sometimes) not facial expression,Facial expression can change,4b,g,Botox;Field4
gezicht uitdrukking zien er gek uit,Gezichtsuitdrukking kan veranderen,facial expression look silly out,Facial expression can change,4b,g,Botox;Field4
mensen kunnen een andere gezichtsuitdrukking,Gezichtsuitdrukking kan veranderen,people may have a different facial expression,Facial expression can change,4b,g,Botox;Field4
kan ook ongewenst je gezichtsuitdrukking veranderen,Gezichtsuitdrukking kan veranderen,can also change your unwanted facial expression,Facial expression can change,4b,g,Botox;Field4
kunnen er wel verkeerde dingen ontstaan,Gezichtsuitdrukking kan veranderen,can do wrong things occur,Facial expression can change,0,c,Botox;Field4
krijgen mensen een uitdrukkingsloos gezicht,Gezichtsuitdrukking kan veranderen,people get an expressionless face,Facial expression can change,0,c,Botox;Field4
Effect van 1-6 maanden,Gezichtsuitdrukking kan veranderen,Effect of 1-6 months,Facial expression can change,0,c,Botox;Field4
het gezicht kan ongewenst veranderen,Gezichtsuitdrukking kan veranderen,the face may change undesirable,Facial expression can change,4b,g,Botox;Field4
andere gezichtsuitdrukking,Gezichtsuitdrukking kan veranderen,Another expression,Facial expression can change,4b,g,Botox;Field4
kan het rimpels laten verdwijnen,Gezichtsuitdrukking kan veranderen,the wrinkles can disappear,Facial expression can change,3,g,Botox;Field4
lijken ze jonger,Gezichtsuitdrukking kan veranderen,They look younger,Facial expression can change,4a,g,Botox;Field4
krijg je soms ongewenste gezichtsuitdrukkingen,Gezichtsuitdrukking kan veranderen,sometimes you get unwanted facial expressions,Facial expression can change,4b,g,Botox;Field4
? Kan ook ongewenste gezichtsuitdrukkingen veroorzaken,Gezichtsuitdrukking kan veranderen,? Can also cause unwanted facial expressions,Facial expression can change,4b,g,Botox;Field4
kun je rimpels weghalen,Gezichtsuitdrukking kan veranderen,you can remove wrinkles,Facial expression can change,3,g,Botox;Field4
geen rimpels te zien,Gezichtsuitdrukking kan veranderen,see no wrinkles,Facial expression can change,3,g,Botox;Field4
kunnen mensen ongewenst een andere gezichtsuitdrukking krijgen,Gezichtsuitdrukking kan veranderen,people can get another unwanted facial expression,Facial expression can change,4b,g,Botox;Field4
zorgt het soms voor problemen,Gezichtsuitdrukking kan veranderen,it sometimes causes problems,Facial expression can change,0,c,Botox;Field4
Kan je gezichtsuitdrukking ongewenst veranderen,Gezichtsuitdrukking kan veranderen,Can you change unwanted facial expression,Facial expression can change,4b,g,Botox;Field4
geen gevoel,Gezichtsuitdrukking kan veranderen,no feeling,Facial expression can change,0,c,Botox;Field4
gaan je rimpeld tijdelijk weg,Gezichtsuitdrukking kan veranderen,go your way temporarily rimpeld,Facial expression can change,3,g,Botox;Field4
rare gezichtsuitdrukking,Gezichtsuitdrukking kan veranderen,weird facial expression,Facial expression can change,4b,g,Botox;Field4
kunnen spastische bewegingen (zoals heel hard in je oog dicht knijpen) verholpen worden,Gezichtsuitdrukking kan veranderen,jerky movements can be remedied (such as hard in your eye squint),Facial expression can change,0,c,Botox;Field4
Willen veel oudere vrouwen met rimpels dat taken doen,Gezichtsuitdrukking kan veranderen,Like many older women with wrinkles do tasks,Facial expression can change,0,c,Botox;Field4
Rimpels verdwijnen vanwege de spierverlamming,Gezichtsuitdrukking kan veranderen,Wrinkles disappear because of muscle paralysis,Facial expression can change,3,g,Botox;Field4
Trekkend oog weg,Gezichtsuitdrukking kan veranderen,Pulling eye away,Facial expression can change,0,c,Botox;Field4
stoppen mensen met heel hard knipperen,Gezichtsuitdrukking kan veranderen,people stop blinking very hard,Facial expression can change,2,g,Botox;Field4
verloopt na 1 \'e0 6 maanden,Gezichtsuitdrukking kan veranderen,"expires after 1 \ ""e0 6 months",Facial expression can change,0,c,Botox;Field4
gebruiken veel mensen botox,Gezichtsuitdrukking kan veranderen,many people use Botox,Facial expression can change,0,c,Botox;Field4
Gaan de rimpels weg,Gezichtsuitdrukking kan veranderen,Will the wrinkles away,Facial expression can change,0,c,Botox;Field4
Kan het ook ongeenst effect op je gezichtsuitdrukking hebben,Gezichtsuitdrukking kan veranderen,May also ongeenst effect on your facial expression,Facial expression can change,4b,g,Botox;Field4
Kan je dood gaan,Gezichtsuitdrukking kan veranderen,Can you die,Facial expression can change,0,c,Botox;Field4
kan je uiterlijk sterk verandere,Gezichtsuitdrukking kan veranderen,You can look significantly changed:,Facial expression can change,4b,g,Botox;Field4
Kan het gebruikt worden om rimpels te verwijderen,Gezichtsuitdrukking kan veranderen,Can it be used to remove wrinkles,Facial expression can change,0,c,Botox;Field4
Verlamt het de spieren,Gezichtsuitdrukking kan veranderen,Paralyzes the muscles,Facial expression can change,2,g,Botox;Field4
zien mensen er jonger uit,Gezichtsuitdrukking kan veranderen,see people younger,Facial expression can change,4a,g,Botox;Field4
geen klachten meer,Gezichtsuitdrukking kan veranderen,no complaints,Facial expression can change,0,c,Botox;Field4
hebben ze een strakkere huid,Gezichtsuitdrukking kan veranderen,they have tighter skin,Facial expression can change,0,c,Botox;Field4
kan de gezichtsuitdrukking veranderen,Gezichtsuitdrukking kan veranderen,facial expression may change,Facial expression can change,4b,g,Botox;Field4
kan ongewenste gezichtsuitdrukking geven,Gezichtsuitdrukking kan veranderen,may give unwanted facial expression,Facial expression can change,4b,g,Botox;Field4
moet je goed weten hoeveel je inspuit,Gezichtsuitdrukking kan veranderen,you have to know how much your injection,Facial expression can change,0,c,Botox;Field4
kan botox worden gebruikt tegen rimpels,Gezichtsuitdrukking kan veranderen,botox can be used against wrinkles,Facial expression can change,3,g,Botox;Field4
Krijgen mensen tijdelijk minder rimpels,Gezichtsuitdrukking kan veranderen,Getting people temporarily less wrinkles,Facial expression can change,0,c,Botox;Field4
kan je bepaalde gezichtsuitdrukkingen niet meer maken,Gezichtsuitdrukking kan veranderen,you can make certain facial expressions no longer,Facial expression can change,0,c,Botox;Field4
Wordt je spieren slapper,Gezichtsuitdrukking kan veranderen,Is your muscles weaker,Facial expression can change,0,c,Botox;Field4
bij die mensen zijn dan veel rimpels etc. weg,Gezichtsuitdrukking kan veranderen,are these people so many wrinkles away,Facial expression can change,3,g,Botox;Field4
lijk je jonger,Gezichtsuitdrukking kan veranderen,you seem younger,Facial expression can change,4a,g,Botox;Field4
word het gebruikt voor mensen met zenuwtrekken,Gezichtsuitdrukking kan veranderen,The word used for people with tics,Facial expression can change,0,c,Botox;Field4
